0	822.7939	
1	777.4520	
2	850.7737	
3	858.0319	
4	828.3533	
5	836.3114	
6	831.5611	
7	806.4255	
8	765.0381	
9	728.6898	
10	777.3965	
11	774.0218	
12	792.7982	
13	775.4337	
14	766.1091	
15	753.3516	
16	789.9857	
17	792.2315	
18	751.6777	
19	794.4211	
20	754.5817	
21	805.0998	
22	789.7153	
23	808.4531	
24	797.1088	
25	792.2012	
26	802.8861	
27	846.4859	
28	796.1624	
29	746.7458	
30	725.7531	
31	747.0930	
32	778.9427	
33	787.9934	
34	792.1464	
35	792.6972	
36	806.3447	
37	820.5688	
38	779.0629	
39	726.6152	
40	730.2609	
41	702.0447	
42	721.2960	
43	756.4235	
44	825.6046	
45	859.1818	
46	825.2143	
47	794.1211	
48	758.0649	
49	761.9257	
50	731.4021	
51	723.5396	
52	773.2293	
53	790.5942	
54	770.6747	
55	762.5005	
56	755.8029	
57	798.0599	
58	795.1161	
59	781.6765	
60	776.8999	
61	756.2003	
62	794.9908	
63	771.5458	
64	740.0994	
65	737.1517	
66	736.8430	
67	770.4779	
68	765.4435	
69	731.2676	
70	694.4648	
71	708.1130	
72	689.1970	
73	702.9030	
74	759.4867	
75	782.8299	
76	843.5419	
77	937.5955	
78	902.9484	
79	884.9135	
80	841.2731	
81	843.1830	
82	884.0013	
83	887.5603	
84	876.0364	
85	832.2263	
86	828.9843	
87	872.5095	
88	893.9000	
89	857.9156	
90	835.9702	
91	881.4354	
92	967.2815	
93	934.3904	
94	903.0938	
95	923.5059	
96	936.3260	
97	982.5595	
98	1005.6468	
99	989.6277	
100	1031.4847	
101	1094.5215	
102	1180.6813	
103	1265.8431	
104	1375.7721	
105	1373.0133	
106	1269.8042	
107	1167.7219	
108	1155.2224	
109	1205.4125	
110	1191.2676	
111	1220.5104	
112	1331.6042	
113	1453.2689	
114	1563.3480	
115	1567.3893	
116	1568.0891	
117	1606.2437	
118	1662.9231	
119	1675.4631	
120	1709.3889	
121	1657.9072	
122	1651.1155	
123	1683.6851	
124	1717.4565	
125	1939.6554	
126	2225.2048	
127	2410.7832	
128	2521.8108	
129	2694.8252	
130	2898.8831	
131	2984.6460	
132	2871.6072	
133	2741.7505	
134	2875.7471	
135	2944.8503	
136	2978.8870	
137	3116.3083	
138	3348.6475	
139	3571.8708	
140	3624.7178	
141	3513.9119	
142	3523.4106	
143	3502.1384	
144	3604.7410	
145	3708.2429	
146	3733.8108	
147	3654.8054	
148	3701.0215	
149	3742.4636	
150	3670.6804	
151	3534.7974	
152	3297.4111	
153	3275.8843	
154	3318.9326	
155	3240.9001	
156	3033.9124	
157	2856.6763	
158	2686.6040	
159	2537.5413	
160	2820.4421	
161	3044.8699	
162	2980.4133	
163	2665.0283	
164	2505.3301	
165	2455.0264	
166	2481.0947	
167	2500.8062	
168	2540.4065	
169	2429.5002	
170	2172.8464	
171	1898.0183	
172	1907.3402	
173	1972.0918	
174	2112.6077	
175	2299.1658	
176	2529.0950	
177	2671.4275	
178	2559.6929	
179	2402.2991	
180	2367.7563	
181	2474.5620	
182	2670.4810	
183	2937.1541	
184	3022.5117	
185	3089.1541	
186	3266.4250	
187	3161.5198	
188	3005.1738	
189	2985.9778	
190	3132.7415	
191	3210.5237	
192	3046.7795	
193	2816.3936	
194	2789.4233	
195	2787.0581	
196	3021.4272	
197	3270.1802	
198	3453.8103	
199	3527.3464	
200	3458.5171	
201	3441.0237	
202	3320.9580	
203	3158.0662	
204	2958.1619	
205	3014.8728	
206	3121.8010	
207	3091.7002	
208	3176.7502	
209	3368.5146	
210	3408.9270	
211	3561.0774	
212	3978.5110	
213	4154.5601	
214	4186.5869	
215	4065.4097	
216	4055.3018	
217	4070.9053	
218	4027.0266	
219	4178.0664	
220	4260.0386	
221	4515.5127	
222	4647.1182	
223	4813.9146	
224	4892.5776	
225	4439.9668	
226	4200.5571	
227	4034.0598	
228	3804.9153	
229	3664.3484	
230	3660.8052	
231	3879.7727	
232	4046.4668	
233	3993.4827	
234	3840.8257	
235	3511.4524	
236	3315.2358	
237	3298.6631	
238	3377.5083	
239	3536.2300	
240	3789.9075	
241	4036.5498	
242	4290.6680	
243	4382.5117	
244	4180.5674	
245	3977.5320	
246	3871.8665	
247	4080.9387	
248	4206.5112	
249	4093.0571	
250	3881.9387	
251	3736.4495	
252	3688.2900	
253	3628.2324	
254	3616.8801	
255	3626.2144	
256	3601.4668	
257	3695.1528	
258	3750.6860	
259	3761.1440	
260	3821.2417	
261	3870.4653	
262	4022.3071	
263	4274.2417	
264	4344.8306	
265	4327.7480	
266	4072.1262	
267	3879.7686	
268	4004.4602	
269	4022.8821	
270	4024.2026	
271	3876.9321	
272	3809.3401	
273	3794.4377	
274	3847.9880	
275	3934.5049	
276	3983.8928	
277	3886.4084	
278	3806.4514	
279	3722.3506	
280	3630.1023	
281	3586.4771	
282	3756.5410	
283	3810.9963	
284	3901.9187	
285	3757.1785	
286	3646.2429	
287	3787.8354	
288	4084.6392	
289	4288.6133	
290	4355.0513	
291	4246.4497	
292	4103.1367	
293	3863.2205	
294	3598.3843	
295	3652.4177	
296	3507.0945	
297	3689.3127	
298	3693.6072	
299	3629.4880	
300	3485.6951	
301	3517.3550	
302	3426.3115	
303	3259.8301	
304	3286.1355	
305	3271.4185	
306	3158.1692	
307	3132.8652	
308	3144.5847	
309	3065.3345	
310	2981.3413	
311	2815.3850	
312	2579.4011	
313	2375.8650	
314	2385.7893	
315	2433.5581	
316	2674.4563	
317	2843.1633	
318	3099.5928	
319	3788.4221	
320	4458.5454	
321	4687.2925	
322	4506.5952	
323	4038.9001	
324	3895.7554	
325	3914.6377	
326	3928.3362	
327	4049.7087	
328	4092.4668	
329	3879.1016	
330	3606.2891	
331	3528.3025	
332	3614.0464	
333	3526.4543	
334	3261.6045	
335	3076.0918	
336	3062.4429	
337	3051.5151	
338	3123.7146	
339	3202.8840	
340	3145.1655	
341	3080.8208	
342	3044.4824	
343	3061.3142	
344	2990.9282	
345	2800.6904	
346	2666.5510	
347	2589.4453	
348	2599.3960	
349	2580.4512	
350	2528.7893	
351	2339.1396	
352	2128.2383	
353	2182.8408	
354	2406.7725	
355	2605.8208	
356	2647.6372	
357	2493.8582	
358	2309.2808	
359	2084.7803	
360	1942.1140	
361	1786.7478	
362	1633.6364	
363	1650.3170	
364	1601.5221	
365	1507.1626	
366	1446.9736	
367	1442.2158	
368	1447.2076	
369	1489.9453	
370	1535.5498	
371	1517.3170	
372	1544.0140	
373	1613.2715	
374	1512.8384	
375	1422.2815	
376	1343.0668	
377	1420.2183	
378	1529.4324	
379	1643.8826	
380	1765.5022	
381	1819.0725	
382	1863.7897	
383	1793.7991	
384	1640.2043	
385	1500.2764	
386	1481.2904	
387	1501.6685	
388	1586.5155	
389	1514.0499	
390	1486.4480	
391	1415.3582	
392	1341.5162	
393	1317.3280	
394	1309.4208	
395	1443.1104	
396	1517.5208	
397	1553.4065	
